paper ID,measureID,pathway,measure general,measure specific -- outcome variable,outcome unit - concat w measure specific,morbid_or_abund_biomass_measure,effects on host,effects on community,predictor variable,ecosystem_process_mediate,have not added double counting,double-counted effect on plants / photosynthesizers as ecosystem effect,double-counted effect on non-plant hosts as ecosystem effect,ecosystem function not linked to morbidity or abund,location in paper,note,exclude as ecosystem measure,include as ecosystem measure,reason for inclusion or exclusion as ecosystem measure,notes,confirm
263,6,abund biomass to ecosystem fxn,primary production,population growth rate,,,,,,,,1,,,,,1,,not standing stock,,
263,,abiotic or biotic,biotic,grazed vs. ungrazed,,,,,,0,,,,,,,,,,,
292,1,abund biomass to ecosystem fxn,primary production,cocoa yield reported by farmers,,,1,0,fungicide treatment,,,1,,,,,1,,,,
292,1,PP to abund biomass,biomass,cocoa yield reported by farmers,,,1,0,,,,,,,,,1,,,,
292,2,PP to abund biomass,biomass,earthworm cast production,,,,,,,,,,,,,1,,cannot distinguish effects of PP from effects of treatment,,
292,2,abund biomass to ecosystem fxn,biogeochemical cycles,earthworm cast production,,,,,,,,,1,,,,1,,cannot distinguish effects of PP from effects of treatment,,
292,3,PP to morbidity,decomposition rate,decomposition rate: mass remaining,,,,,,,,,,,,,1,,cannot distinguish effects of PP from effects of treatment,,
292,3,morbidity to ecosystem fxn,biogeochemical cycles,decomposition rate: mass remaining,,,,,,,,1,,,,,1,,cannot distinguish effects of PP from effects of treatment,,
292,4,morbidity to ecosystem fxn,biogeochemical cycles,soil total N,,,,,,,,,,1,,,1,,cannot distinguish effects of PP from effects of treatment,,
292,4,PP to morbidity,biogeochemical cycles,soil total N,,,,,,,,1,,1,,,1,,cannot distinguish effects of PP from effects of treatment,,
292,5,morbidity to ecosystem fxn,biogeochemical cycles,soil organic C,,,,,,,,,,1,,,1,,cannot distinguish effects of PP from effects of treatment,,
292,5,PP to morbidity,biogeochemical cycles,soil organic C,,,,,,,,1,,1,,,1,,cannot distinguish effects of PP from effects of treatment,,
292,6,morbidity to ecosystem fxn,biogeochemical cycles,soil available P,,,,,,,,,,1,,,1,,cannot distinguish effects of PP from effects of treatment,,
292,6,PP to morbidity,biogeochemical cycles,soil available P,,,,,,,,1,,1,,,1,,cannot distinguish effects of PP from effects of treatment,,
292,7,morbidity to ecosystem fxn,biogeochemical cycles,soil extractable Cu,,,,,,,,,,1,,,1,,cannot distinguish effects of PP from effects of treatment,,
292,7,PP to morbidity,biogeochemical cycles,soil extractable Cu,,,,,,,,1,,1,,,1,,cannot distinguish effects of PP from effects of treatment,,
292,8,abund biomass to ecosystem fxn,primary production,cocoa yield experiment,,,1,0,,,,1,,,,,1,,,,
292,8,PP to abund biomass,biomass,cocoa yield experiment,,,1,0,,,,,,,,,1,,,,
292,,abiotic or biotic,abiotic,soil depth,,,,,,,,,,,,,1,,cannot distinguish effects of PP from effects of treatment,,
304,1,PP to abund biomass,host mortality,proportion dead,,,1,0,invaded vs. uninvaded,,,,,1,,,1,,,,
304,2,PP to abund biomass,biomass,stem density vs. dbh,,,1,0,invaded vs. uninvaded,,,,,,,,1,,,,
304,2,abund biomass to ecosystem fxn,primary production,stem density vs. dbh,,,1,0,invaded vs. uninvaded,,,1,,,,,1,,not standing stock,,
304,,abiotic or biotic,biotic,infected tanoak ha-1,,,,,,0,,,,,,,1,,,,
304,,abiotic or biotic,biotic,infected bay laurel ha-1,,,,,,0,,,,,,,1,,,,
304,,abiotic or biotic,biotic,DBH cm of tanoak,,,,,,0,,,,,,,1,,,,
313,,PP to abund biomass,host mortality,probability of tree mortality,,,1,0,healthy vs. diseased trees,,,,,,,,1,,,,
313,,abiotic or biotic,biotic,host dbh,,,,,,0,,,,,,,1,,,,
313,,abiotic or biotic,biotic,host slenderness,,,,,,0,,,,,,,1,,,,
313,,abiotic or biotic,biotic,relative basal area,,,,,,0,,,,,,,1,,,,
313,,abiotic or biotic,abiotic,solar radiation index,,,,,,,,,,,,,1,,,,
313,,abiotic or biotic,abiotic,summer temperature,,,,,,,,,,,,,1,,,,
313,,abiotic or biotic,abiotic,log(summer precipitation),,,,,,,,,,,,,1,,,,
313,,abiotic or biotic,abiotic,summer temperature deviation,,,,,,,,,,,,,1,,,,
313,,abiotic or biotic,abiotic,log(summer precipitation) deviation,,,,,,,,,,,,,1,,,,
313,,abiotic or biotic,biotic,competition index,,,,,,0,,,,,,,1,,,,
328,,PP to host infection prevalence / intensity,infection prevalence," infection
by Amoebophrya spp. of Ceratium falcatiforme",,,1,0,,,,,,,,,,,,,
328,,abund biomass to ecosystem fxn,host biomass,mean girdle diameter of infected vs. uninfected hosts,,check number reported,1,0,,,1,,,,,,,,,,
328,,abund biomass to ecosystem fxn,host biomass,biovolume of infected vs. uninfected hosts,,check number reported,1,0,,,1,,,,,,,,,,
328,,PP to morbidity,host phenotype,carbon content of infected vs. uninfected hosts,,,1,0,,,,,,,,,,,,,
328,,PP to host infection prevalence / intensity,infection prevalence,infected C. falcatiforme,,,1,0,,,,,,,,,,,,,
328,,PP to host infection prevalence / intensity,infection intensity,% of hosts in late stages of infection,,,1,0,,,,,,,,,,,,,
328,,PP to ecosystem fxn,biogeochemical cycles,"% of carbon in the form of C. falcatiforme cells, which would otherwise be lost as dissolved organic material or cell debris upon cell death, instead transformed into parasitoid dinospores",,,0,0,,,,,,,,,,,,,
343,1,PP to abund biomass,biomass,biomass,,,1,1,,,,,,,,,,,,,
343,1,abund biomass to ecosystem fxn,primary production,biomass,,,1,1,,,,1,,,,,,,,,
343,,PP to host infection prevalence / intensity,infection prevalence,percent of leaves infected,,,1,0,,,,,,,,,,,,,
343,,abund biomass to ecosystem fxn,primary production,percent cover by species,,host abundance/biomass,1,0,,,1,,,,,,,,,,
343,,PP to abund biomass,diversity,species richness,,,1,1,,,,,,,,,,,,,
343,,abiotic or biotic,biotic,rabbits,,,,,,0,,,,,,,,,,,
343,,abiotic or biotic,biotic,insects,,,,,,0,,,,,,,,,,,
474,,PP to abund biomass,community abundance,bacteriophage abundance,,,0,1,,,,,,,,,,,,,
474,,PP to abund biomass,community abundance,bacterial abundance,,,0,1,,,,,,,,,,,,,
474,,PP to abund biomass,host abundance,host abundance (P. globosa),,,1,0,,,,,,,,,,,,,
474,,PP to abund biomass,community abundance,abundance of bacterial groups,,,0,1,,,,,,,,,,,,,
474,,abund biomass to ecosystem fxn,biogeochemical cycles,particulate organic 15N ,,host survival,?,?,,,1,,,,,,,,,changed from abund/biomass,
474,,abund biomass to ecosystem fxn,biogeochemical cycles,particulate organice 13C,,host survival,?,?,,,1,,,,,,,,,changed from abund/biomass,
474,,abund biomass to ecosystem fxn,biogeochemical cycles,carbon remineralization due to viral-mediated shunt (dissolved inorganic 13C),,check,,,,,1,,,,,,,,,,
474,,abund biomass to ecosystem fxn,secondary production,transfer of isotopically labeled biomass (13C) to Alteromonas and Roseobacter,,check,,,,,1,,,,,,,,,,
474,,abund biomass to ecosystem fxn,secondary production,transfer of isotopically labeled biomass (15N) to Alteromonas and Roseobacter,,check,,,,,1,,,,,,,,,,
542,,PP to ecosystem fxn,secondary production,biomass density of parasites,,,,,,,,,,,,,,,,,
542,,PP to host infection prevalence / intensity,percent parasite,% of consumer dry mass made up of parasites,,,,,,,,,,,,,,,,,
542,,abiotic or biotic,both,stream,,,,,,0,,,,,,,,,,,
542,,abiotic or biotic,biotic,host taxa,,,,,,0,,,,,,,,,,,
542,,PP to host infection prevalence / intensity,infection prevalence,,,,,,,,,,,,,,,,,,
542,,PP to host infection prevalence / intensity,infection intensity,,,,,,,,,,,,,,,,,,
542,,abiotic or biotic,biotic,PP taxa,,,,,,0,,,,,,,,,,,
542,,PP to host infection prevalence / intensity,biomass density,biomass of infected vs. uninfected hosts,,,,,,,,,,,,,,,,,
1371,1,PP to abund biomass,host biomass,chlorophyll a,,,1,0,chytrid prevalence,,,,,,T3,,,,,,
1371,1,abund biomass to ecosystem fxn,primary production,chlorophyll a,,,,,chytrid prevalence,,,1,,,,,,,,,
1371,,PP to host infection prevalence / intensity,infection prevalence,chytrid prevalence,,,,,,,,,,,T2,,,,,,
1371,,abiotic or biotic,abiotic,temperature,,,,,,,,,,,F5,,,,,,
1371,,abund biomass to ecosystem fxn,primary production,chlorophyll a,,,,,chytrid prevalence,,,,,,T3,,1,,duplicate,,
1371,,abiotic or biotic,abiotic,DIP,,,,,,,,,,,T3,,,,,,
1371,,abiotic or biotic,abiotic,DIN,,,,,,,,,,,T3,,,,,,
1371,,abiotic or biotic,abiotic,Si,,,,,,,,,,,T3,,,,,,
1371,,abiotic or biotic,biotic,zooplankton,,,,,,0,,,,,T3,,,,,,
1375,,abiotic or biotic,biotic,pollinated plant species,,,,,,0,,,,,,,,,,,
1375,,PP to unknown,host behavior or abundance,no. of bee visits/2 min to canola,,,1,1,varroa mite vs. control,,,,,1,,"cannot tell whether effect was via behavior or abundance, even though equalized numbers to start don't know whether numbers changed. ",,,,,
1375,,PP to morbidity,community reproduction,% pod-set,,,0,1,varroa mite vs. control,,,,0,,T1,pollination,,,,,
1375,,PP to morbidity,community reproduction,no. of seeds per pod,,,0,1,varroa mite vs. control,,,,,,T1,pollination,,,,,
1375,,abund biomass to ecosystem fxn,primary production,seed wt. per plant,,check,,1,varroa mite vs. control,,1,,,,T1,pollination,,,,,
1375,,PP to unknown,host behavior or abundance,no. of bee visits/2 min to blueberry,,,1,1,varroa mite vs. control,,,,,,T2,unknown because do not know if effect of bee abundance or behavior,,,,,
1375,,PP to morbidity,community reproduction,% fruit-set,,,0,1,varroa mite vs. control,,,,,,T2,morbidity because vigor; include reproduction in vigor,,,,,
1375,,abund biomass to ecosystem fxn,primary production,average berry weight,,,,1,varroa mite vs. control,,1,,,,T2,pollination,,,,,
1375,,PP to morbidity,community reproduction,no. of seeds per berry,,,,1,varroa mite vs. control,,,,,,T2,pollination,,,,,
1375,,PP to morbidity,community reproduction,no. of pollen tetrads per stigma,,,,1,varroa mite vs. control,,,,,,T3,pollination,,,,,
1375,,PP to morbidity,host behavior,no. of pollen tetrads per bee,,,1,0,varroa mite vs. control,,,,,,T3,,,,,,
1375,1,PP to abund biomass,host biomass,average bee weight,,,1,0,varroa mite vs. control,,,,,,T3,,,,,,
1375,1,abund biomass to ecosystem fxn,secondary production,average bee weight,,,1,,varroa mite vs. control,,,,1,,,,,,,,
1375,,PP to morbidity,primary production,days to ripen,,,,1,varroa mite vs. control,,,,,,T4,pollination,,,,,
1392,,abund biomass to ecosystem fxn,secondary production,microbial biomass carbon,,check,,,pine wilt vs. not affected,,1,,,1,T2,,,,,,
1392,,PP to abund biomass,community abundance,gram-positive bacteria,,,0,1,pine wilt vs. not affected,,,,,,T2,,,,,,
1392,,PP to abund biomass,community abundance,gram-negative bacteria,,,0,1,pine wilt vs. not affected,,,,,,T2,,,,,,
1392,,PP to abund biomass,community abundance,fungi,,,0,1,pine wilt vs. not affected,,,,,,T2,,,,,,
1392,,PP to abund biomass,community abundance,actinomycetes,,,0,1,pine wilt vs. not affected,,,,,,T2,,,,,,
1392,,PP to abund biomass,community abundance,cellulolytics,,,0,1,pine wilt vs. not affected,,,,,,T2,,,,,,
1392,,PP to abund biomass,community abundance,amylolytics,,,0,1,pine wilt vs. not affected,,,,,,T2,,,,,,
1392,,unknown to ecosystem fxn,biogeochemical cycles,litter decomposition,,check,,,pine wilt vs. not affected,,1,,,,,,,,,,
1392,,PP to abund biomass,host mortality,% dieback,,,1,0,pine wilt vs. not affected,,,,,,p. 190,,,,,,
1418,1,PP to abund biomass,host biomass,basal area red oaks (host),,,1,0,SOD vs. not,,,,,,"F1, T1, F2",described as basal area,,,,,
1418,2,PP to abund biomass,host biomass,basal area white oaks (host),,,1,0,SOD vs. not,,,,,,"F1, T1, F2",described as basal area,,,,,
1418,3,PP to abund biomass,community biomass,basal area non-oaks,,,0,1,SOD vs. not,,,,,,"F1, T1, F2",described as basal area,,,,,
1418,1,abund biomass to ecosystem fxn,primary production,basal area red oaks (host),,,,,SOD vs. not,,,1,,,"F1, T1, F2",,,,,,
1418,2,abund biomass to ecosystem fxn,primary production,basal area white oaks (host),,,,,SOD vs. not,,,1,,,"F1, T1, F2",,,,,,
1418,3,abund biomass to ecosystem fxn,primary production,basal area non-oaks,,,,,SOD vs. not,,,1,,,"F1, T1, F2",,,,,,
1436,1,PP to abund biomass,biomass,total aboveground biomass (host and parasite),,,1,0,,,,,,,,,,,,,
1436,1,abund biomass to ecosystem fxn,primary production,total aboveground biomass (host and parasite),,,,,,,,1,,,p. 510,,,,,,
1436,2,PP to abund biomass,host biomass,above-ground biomass for each functional group,,,1,0,,,,,,,F1,,,,,,
1436,2,abund biomass to ecosystem fxn,primary production,above-ground biomass for each functional group,,,,,,,,1,,,F1,,,,,,
1436,2,abiotic or biotic,biotic,host functional group,,,,,,0,,,,,,,,,,,
1436,3,PP to abund biomass,host biomass,biomass for each species,,,1,0,,,,,,,T3,,,,,,
1436,3,abund biomass to ecosystem fxn,primary production,biomass for each species,,,,,,,,1,,,T3,,,,,,
1436,,PP to host infection prevalence / intensity,infection prevalence,numbers of haustoria with each host species,,,,,,,,,,,T1,,,,,,
1436,,abiotic or biotic,biotic,"host habit (annual, perennial, biennial)",,,,,,0,,,,,T1,,,,,,
1436,,PP to host infection prevalence / intensity,infection prevalence,numbers of haustoria with each host family,,,,,,,,,,,T2,,,,,,
1436,,abund biomass to ecosystem fxn,primary production,percent cover for each host species,,host abundance,1,0,,,1,,,,T3,,,,,,
1436,,PP to abund biomass,host community,richness index,,,1,0,,,,,,,F2,,,,,,
1436,,PP to abund biomass,host community,shannon-wiener diversity index,,,1,0,,,,,,,F2,,,,,,
1436,,PP to abund biomass,host community,evenness index,,,1,0,,,,,,,F2,,,,,,
1458,1,PP to abund biomass,host biomass,total biomass,,,1,0,,,,,,,F2,,,,,,
1458,1,abund biomass to ecosystem fxn,primary production,total biomass,,,,,,,,1,,,F2,,,,,,
1458,2,PP to abund biomass,host biomass,live biomass,,,1,0,,,,,,,F2,,,,,,
1458,2,abund biomass to ecosystem fxn,primary production,live biomass,,,,,,,,1,,,F2,,,,,,
1458,3,PP to abund biomass,primary production,dead biomass,,,,,,,,,,,F2,exclude dead biomass,,,,,
1458,,abund biomass to ecosystem fxn,host phenotype,stem height,,check,1,0,,,1,,,,"F1, T1",,,,,,
1458,,PP to host infection prevalence / intensity,infection prevalence,,,,,,,,,,,,,,,,,,
1458,,abiotic or biotic,biotic,carb herbivory damage,,,,,,0,,,,,"F1, T1",,,,,,
1458,,PP to abund biomass,host abundance,stem density,,,1,0,,,,,,,"F1, T1",,,,,,
1491,,PP abundance,abundance,viral production,,,,,,,,,,,T1,,,,,,
1491,,PP abundance,abundance,lytic viral production,,,,,,,,,,,T2,,,,,,
1491,,PP to abund biomass,mortality,virus-mediated prokaryotic mortality rate,,,1,0,,,,,,,T4,,,,,,
1491,,PP to abund biomass,mortality,percentage of cells lysed per day,,,1,0,,,,,,,T4,,,,,,
1491,,abund biomass to ecosystem fxn,biogeochemical cycles,carbon released per day,,,,,lysis measures,,,,,,T4,,,,,,
1491,,abiotic or biotic,abiotic,depth,,,,,,,,,,,T4,,,,,,
1493,,abund biomass to ecosystem fxn,community,insect grazer mean annual biomass (ash free dry mass),,check,0,1,pre- vs. post- disease-related decline in amphibians,,1,,,,F1,,,,,,
1493,1,PP to abund biomass,community,algae consumption by insects,,,0,1,pre- vs. post- disease-related decline in amphibians,,,,,,T4,not double-counting as ecosystem process,,,,,
1493,1,abund biomass to ecosystem fxn,secondary production,algae consumption by insects,,,,,pre- vs. post- disease-related decline in amphibians,,,,1,,,changed from biogeochemical cycles,,,,,
1493,2,PP to abund biomass,community,algae consumption by tadpoles,,,0,1,pre- vs. post- disease-related decline in amphibians,,,,,,,,,,,,
1493,2,abund biomass to ecosystem fxn,secondary production,algae consumption by tadpoles,,,,,pre- vs. post- disease-related decline in amphibians,,,,1,,,changed from biogeochemical cycles,,,,,
1493,,abund biomass to ecosystem fxn,host biomass,mean annual biomass (ash free dry mass),,1,1,0,pre- vs. post- disease-related decline in amphibians,,1,,,,T1,,,,,,
1493,,abiotic or biotic,biotic,community taxa,,,,,,0,,,,,,,,,,,
1493,,abiotic or biotic,abiotic,season,,,,,,,,,,,,,,,,,
1493,,PP to abund biomass,community,community composition,,,0,1,pre- vs. post- disease-related decline in amphibians,,,,,,F2,,,,,,
1493,3,PP to abund biomass,primary production,net primary production (ash free dry mass/yr),,,1,0,pre- vs. post- disease-related decline in amphibians,,,,,,F3,,,,,,
1493,3,abund biomass to ecosystem fxn,primary production,net primary production (ash free dry mass/yr),,,,,pre- vs. post- disease-related decline in amphibians,,,1,,,F3,,,,,,
1519,,abund biomass to ecosystem fxn,host biomass,bacteria biomass,,1,1,0,virus biomass,,1,,,,F2c,,,,,changed from PP to abund biomass,
1519,,PP to host infection prevalence / intensity,infection prevalence,frequency of infected bacterial cells,,,,,,,,,,,F2c,,,,,,
1519,,PP to ecosystem fxn,biomass,virus biomass,,,,,,,,,,,F2c,,,,,,
1519,,PP to host infection prevalence / intensity,infection prevalence,frequency of infected cyanobacteria cells,,,,,,,,,,,F2a,,,,,,
1519,,PP to ecosystem fxn,secondary production,relative production (%) chytrids,,,,,,,,,,,F3b,,,,,,
1519,,PP to ecosystem fxn,secondary production,relative production (%) bacteria and virus,,,,,,,,,,,F3b,,,,,,
1519,,abund biomass to ecosystem fxn,biogeochemical cycles,mgC m-2 d-1 from bacteria to virus,,,,,,,,,,,F1a,counting as biogeochemical cycles because C,,,,,
1519,,abund biomass to ecosystem fxn,biogeochemical cycles,chytridivory / chytrid pathway (ratio ingested / total production),,,,,,,,,,,"F2c, F2f",count as biogeochemical cycles trophic pathway,,,,,
1519,,PP to host infection prevalence / intensity,infection prevalence,cyanobacteria infected filament size over time,,,,,,,,,,,F2d,,,,,,
1519,,PP to abund biomass,mortality,bacterial mortality due to virus,,,1,0,,,,,,,F2h,,,,,,
1520,,abiotic or biotic,abiotic,sampling occasion (time),,,,,,,,,,,,,,,,,
1520,,PP to ecosystem fxn,biogeochemical cycles,%C mistletoe,,,,,,,,,,,T1,,,,,,
1520,,PP to ecosystem fxn,biogeochemical cycles,%N mistletoe,,,,,,,,,,,T1,,,,,,
1520,,PP to ecosystem fxn,biogeochemical cycles,C/N mistletoe,,,,,,,,,,,T1,,,,,,
1520,,PP to ecosystem fxn,biogeochemical cycles,d13C mistletoe,,,,,,,,,,,T1,,,,,,
1520,,PP to ecosystem fxn,biogeochemical cycles,d15N mistletoe,,,,,,,,,,,T1,,,,,,
1520,,abiotic or biotic,both,site,,,,,,0,,,,,,,,,,,
1520,1,abund biomass to ecosystem fxn,secondary production,heterotrophy (% carbon taken from plan),,,,,,,,,,,,,,,,,
1520,1,PP to abund biomass,biomass,heterotrophy (% carbon taken from plant),,,1,0,,,,,1,,,assuming effect on biomass,,,,,
1539,,PP to host infection prevalence / intensity,infection intensity,fungal damage (0 to 5),,,,,fungicide vs. no fungicide,,,,,,,,,,,,
